mot;affichage;longueur;categorie;definition;registre;niveau;verif
FILM;film;4;culture;Format qui a raconté bien des destins de joueurs;factuel;1;genre cinématographique
FILM;film;4;culture;Certains matchs en ont inspiré directement;factuel;2;adaptation d'histoires vraies
FILM;film;4;culture;Quatre lettres qu'on se repasse aussi dans la tête;joueur;1;double sens
FILS;fils;4;fillfoot;Celui de Thuram a joué le Mondial 2026;factuel;2;filiation tricolore
FILS;fils;4;fillfoot;Tel père, tel, dit le proverbe;factuel;1;dicton populaire
FILS;fils;4;fillfoot;Quatre lettres devant de qui vous savez;joueur;2;expression consacrée
FINE;fine;4;vocab;Adjectif féminin contraire de grossier;factuel;1;grammaire française
FINE;fine;4;vocab;La technique l'est chez les tout meilleurs;factuel;1;qualité du geste
FINE;fine;4;vocab;Quatre lettres devant équipe dans un compliment;joueur;2;jeu élégant
FLOP;flop;4;vocab;Anglicisme pour l'échec retentissant;factuel;1;terme anglais
FLOP;flop;4;vocab;Recrue qui n'a jamais rien montré;factuel;2;échec sportif
FLOP;flop;4;vocab;Vingt millions pour ça, soupire la tribune;joueur;2;déception du public
FOIS;fois;4;fillfoot;Deux, c'est le nombre d'étoiles des Bleus;factuel;1;titres mondiaux
FOIS;fois;4;fillfoot;Elle se compte dans un décompte de titres;factuel;1;acception courante
FOIS;fois;4;fillfoot;Quatre lettres devant championne d'Europe;joueur;1;énumération de palmarès
FOND;fond;4;vocab;Ligne derrière laquelle se trouve la cage;factuel;1;délimitation du terrain
FOND;fond;4;vocab;Le ballon sorti par là donne un corner;factuel;2;règle de remise en jeu
FOND;fond;4;vocab;De court, il fatigue les milieux;joueur;2;endurance
FOOT;foot;4;vocab;Le sport le plus pratiqué de la planète;factuel;1;popularité mondiale
FOOT;foot;4;vocab;On y joue à onze contre onze;factuel;1;règle de base
FOOT;foot;4;vocab;Il se refait entièrement au comptoir;joueur;1;discussions de bistrot
FRED;Fred;4;legendes;Attaquant de la Seleção du Mondial 2014;factuel;3;édition à domicile
FRED;Fred;4;legendes;Prénom court porté par plusieurs Brésiliens;factuel;2;usage auriverde
FRED;Fred;4;legendes;Quatre lettres qui sonnent pourtant très anglaises;joueur;2;forme du surnom
GAEL;Gaël;4;legendes;Prénom d'un latéral français passé par Arsenal;factuel;3;défenseur tricolore
GAEL;Gaël;4;legendes;Prénom masculin d'origine bretonne;factuel;2;étymologie
GAEL;Gaël;4;legendes;Quatre lettres qui désignent aussi un peuple celte;joueur;2;homonymie
GAIN;gain;4;fillfoot;Ce que rapporte une victoire au classement;factuel;1;trois points
GAIN;gain;4;fillfoot;Contraire de la perte;factuel;1;acception courante
GAIN;gain;4;fillfoot;Quatre lettres qui remplissent la caisse du club;joueur;2;recettes du match
GALA;gala;4;competitions;Soirée où l'on remet les distinctions individuelles;factuel;2;cérémonie annuelle
GALA;gala;4;competitions;Celui du Ballon d'Or se tient à Paris;factuel;2;remise du trophée
GALA;gala;4;competitions;Quatre lettres devant match dans une rencontre amicale;joueur;1;rencontre d'exhibition
GAND;Gand;4;clubs;Club belge champion national en 2015;factuel;3;titre du club
GAND;Gand;4;clubs;Ville flamande traversée par la Lys;factuel;2;géographie
GAND;Gand;4;clubs;Quatre lettres des Flandres;joueur;2;implantation
GANT;gant;4;vocab;Seul le portier en porte une paire;factuel;1;équipement du gardien
GANT;gant;4;vocab;Il en existe pour la pluie et pour le sec;factuel;2;modèles selon la météo
GANT;gant;4;vocab;Il claque contre le ballon sur la parade;joueur;1;bruit de la parade
GARE;gare;4;fillfoot;Les supporters s'y retrouvent avant le car;factuel;1;point de rendez-vous
GARE;gare;4;fillfoot;La navette la relie à l'enceinte;factuel;2;transport des spectateurs
GARE;gare;4;fillfoot;Quatre lettres devant à toi si tu perds le ballon;joueur;2;avertissement de vestiaire
GARY;Gary;4;legendes;Prénom d'un buteur anglais devenu présentateur;factuel;2;attaquant reconverti
GARY;Gary;4;legendes;Prénom masculin très britannique;factuel;1;usage anglo-saxon
GARY;Gary;4;legendes;Quatre lettres jamais averties de toute une carrière;joueur;3;fair-play exemplaire
GAVI;Gavi;4;actuels;Milieu espagnol champion du monde 2026;factuel;1;titre conquis à New York
GAVI;Gavi;4;actuels;Il fait partie des huit Barcelonais sacrés;factuel;2;contingent catalan
GAVI;Gavi;4;actuels;Quatre lettres pour un hargneux du milieu;joueur;1;profil du joueur
GAYA;Gayà;4;actuels;Capitaine du FC Valence;factuel;2;brassard du club che
GAYA;Gayà;4;actuels;Latéral gauche espagnol de la Liga;factuel;3;poste du joueur
GAYA;Gayà;4;actuels;Quatre lettres qui portent un club à bout de bras;joueur;2;rôle du capitaine
GENK;Genk;4;clubs;Club belge du Limbourg;factuel;3;championnat de Belgique
GENK;Genk;4;clubs;Il a formé plusieurs internationaux belges;factuel;3;centre de formation
GENK;Genk;4;clubs;Quatre lettres bleu et blanc;joueur;3;couleurs du club
GENS;gens;4;fillfoot;Pluriel qui désigne un ensemble de personnes;factuel;1;grammaire française
GENS;gens;4;fillfoot;Ils sont du voyage lors des déplacements;factuel;2;supporters visiteurs
GENS;gens;4;fillfoot;Quatre lettres qui remplissent les gradins;joueur;1;public du stade
GIGI;Gigi;4;legendes;Diminutif d'un gardien italien légendaire;factuel;2;portier de la Squadra
GIGI;Gigi;4;legendes;Quatre lettres championnes du monde en 2006;factuel;2;titre allemand
GIGI;Gigi;4;legendes;Surnom doublé d'un prénom transalpin;joueur;2;usage italien
GOAL;goal;4;vocab;Anglicisme familier pour le portier;factuel;1;terme anglais
GOAL;goal;4;vocab;Le seul de l'équipe à porter des gants;joueur;1;équipement du gardien
GOAL;goal;4;vocab;Dans les cours d'école, personne ne veut l'être;joueur;1;poste boudé
GOAT;GOAT;4;culture;Sigle anglais du meilleur de tous les temps;factuel;1;greatest of all time
GOAT;GOAT;4;culture;Le débat entre deux joueurs ne finit jamais;joueur;1;querelle sans fin
GOAT;GOAT;4;culture;Quatre lettres qui signifient chèvre en anglais;joueur;1;traduction littérale
GRAZ;Graz;4;clubs;Deuxième ville d'Autriche au club du Sturm;factuel;3;championnat autrichien
GRAZ;Graz;4;clubs;Cité de Styrie au sud du pays;factuel;3;géographie
GRAZ;Graz;4;clubs;Quatre lettres qui finissent par un Z;joueur;2;particularité orthographique
GUTI;Guti;4;legendes;Milieu espagnol aux passes venues d'ailleurs;factuel;2;style du joueur
GUTI;Guti;4;legendes;Il a passé toute sa carrière au Real;factuel;2;fidélité au club
GUTI;Guti;4;legendes;Quatre lettres à la passe du talon légendaire;joueur;2;geste culte
HAGI;Hagi;4;legendes;Meneur roumain surnommé le Maradona des Carpates;factuel;2;surnom du joueur
HAGI;Hagi;4;legendes;Il a porté la Roumanie en quart de finale;factuel;3;Mondial 1994
HAGI;Hagi;4;legendes;Quatre lettres gauchères passées par Madrid;joueur;3;carrière espagnole
HAIE;haie;4;fillfoot;D'honneur, elle salue le champion;factuel;1;protocole de respect
HAIE;haie;4;fillfoot;Les adversaires applaudissent en la formant;factuel;2;geste de reconnaissance
HAIE;haie;4;fillfoot;La faire pour son rival fait grincer des dents;joueur;2;situation embarrassante
HAMM;Hamm;4;feminin;Pionnière américaine des années quatre-vingt-dix;factuel;2;légende du soccer
HAMM;Hamm;4;feminin;Elle a longtemps détenu le record de buts;factuel;2;marque internationale
HAMM;Hamm;4;feminin;Quatre lettres qui ont fait décoller le foot féminin;joueur;2;rôle historique
HAUT;haut;4;vocab;Le bloc l'est quand on presse chez l'adversaire;factuel;2;organisation avancée
HAUT;haut;4;vocab;Contraire de bas, en tactique comme ailleurs;factuel;1;acception courante
HAUT;haut;4;vocab;Quatre lettres devant le ballon dans la lucarne;joueur;1;trajectoire de la frappe
HEMP;Hemp;4;feminin;Ailière anglaise internationale;factuel;2;attaquante des Lionesses
HEMP;Hemp;4;feminin;Elle a été championne d'Europe en 2022;factuel;2;titre à domicile
HEMP;Hemp;4;feminin;Quatre lettres qui dribblent dans un mouchoir;joueur;2;style de l'ailière
HERO;héros;4;fillfoot;Le portier l'est après trois parades;factuel;1;homme du match
HERO;héros;4;fillfoot;Celui qui marque à la dernière seconde;factuel;1;auteur du but décisif
HERO;héros;4;fillfoot;Il l'est le samedi et oublié le mardi;joueur;1;gloire éphémère
HOTE;hôte;4;competitions;Pays qui reçoit la compétition;factuel;1;organisateur
HOTE;hôte;4;competitions;En 2026, ils étaient trois pour la première fois;factuel;1;Amérique du Nord
HOTE;hôte;4;competitions;Quatre lettres qualifiées d'office;joueur;2;privilège de l'organisateur
HOWE;Howe;4;coachs;Technicien anglais de Newcastle;factuel;2;banc des Magpies
HOWE;Howe;4;coachs;Il a offert au club un trophée après des décennies;factuel;2;Coupe de la Ligue 2025
HOWE;Howe;4;coachs;Quatre lettres passées par Bournemouth;joueur;2;carrière du coach
HUES;huées;4;vocab;Pluriel de la marque de mécontentement;factuel;1;réaction des gradins
HUES;huées;4;vocab;Elles accompagnent la sortie du numéro dix;factuel;1;désaveu du public
HUES;huées;4;vocab;Quatre lettres qui saluent l'ancien du club;joueur;2;accueil hostile
HUGO;Hugo;4;legendes;Prénom du gardien capitaine des Bleus en 2018;factuel;2;portier tricolore
HUGO;Hugo;4;legendes;Prénom masculin très en vogue en France;factuel;1;usage courant
HUGO;Hugo;4;legendes;Quatre lettres qui ont soulevé la coupe à Moscou;joueur;2;finale de 2018
HUIT;huit;4;fillfoot;Ième de finale, le tour des seize équipes;factuel;1;phase du tableau
HUIT;huit;4;fillfoot;Chiffre de la seconde partie du tableau final;factuel;2;tour de compétition
HUIT;huit;4;fillfoot;Y arriver, c'est déjà une belle saison;joueur;1;objectif d'un club moyen
HULK;Hulk;4;legendes;Attaquant brésilien à la frappe surpuissante;factuel;2;réputation du joueur
HULK;Hulk;4;legendes;Buteur passé par le Portugal puis la Russie;factuel;3;carrière du joueur
HULK;Hulk;4;legendes;Quatre lettres empruntées à un héros tout vert;joueur;1;origine du surnom
HULL;Hull;4;clubs;Club anglais du Yorkshire de l'Est;factuel;3;championnat anglais
HULL;Hull;4;clubs;Ville portuaire du nord de l'Angleterre;factuel;2;géographie
HULL;Hull;4;clubs;Quatre lettres noir et ambre;joueur;3;couleurs du club
IBRA;Ibra;4;legendes;Diminutif d'un attaquant suédois très sûr de lui;factuel;1;surnom consacré
IBRA;Ibra;4;legendes;Il a marqué dans dix championnats différents;factuel;2;carrière itinérante
IBRA;Ibra;4;legendes;Quatre lettres pratiquant aussi le taekwondo;joueur;2;formation du joueur
IDEE;idée;4;fillfoot;Ce qui vient à celui qui tente la Panenka;factuel;2;initiative du tireur
IDEE;idée;4;fillfoot;Le technicien en manque en fin de match;joueur;1;panne d'inspiration
IDEE;idée;4;fillfoot;Quatre lettres qui débloquent une rencontre fermée;joueur;2;éclair de génie
IFAB;I.F.A.B.;4;competitions;Instance qui rédige et révise les lois du jeu;factuel;2;gardien du règlement
IFAB;I.F.A.B.;4;competitions;Elle se réunit chaque année pour trancher;factuel;3;assemblée annuelle
IFAB;I.F.A.B.;4;competitions;Quatre lettres plus anciennes que la FIFA;joueur;3;fondée en 1886
IGOR;Igor;4;legendes;Prénom slave porté par des gardiens de l'Est;factuel;3;usage régional
IGOR;Igor;4;legendes;Prénom masculin d'origine scandinave puis russe;factuel;2;étymologie
IGOR;Igor;4;legendes;Quatre lettres devenues un classique du cinéma;joueur;1;homonymie
IKER;Iker;4;legendes;Prénom du capitaine espagnol sacré en 2010;factuel;2;gardien de la Roja
IKER;Iker;4;legendes;Prénom basque porté par des internationaux;factuel;3;origine du nom
IKER;Iker;4;legendes;Quatre lettres qui ont soulevé la coupe en 2010;joueur;2;finale sud-africaine
INCE;Ince;4;legendes;Milieu anglais de United puis de l'Inter;factuel;3;carrière du joueur
INCE;Ince;4;legendes;Premier capitaine noir de la sélection anglaise;factuel;2;jalon historique
INCE;Ince;4;legendes;Quatre lettres surnommées le Gouverneur;joueur;3;surnom du joueur
INDE;Inde;4;selections;Sélection jamais qualifiée pour un Mondial;factuel;2;absence historique
INDE;Inde;4;selections;Le cricket y domine largement;factuel;1;culture sportive locale
INDE;Inde;4;selections;Quatre lettres au marché immense pour le football;joueur;2;potentiel du pays
IRAK;Irak;4;selections;Sélection battue trois à zéro par les Bleus en 2026;factuel;2;phase de groupes
IRAK;Irak;4;selections;Elle a gagné la Coupe d'Asie en 2007;factuel;3;titre continental
IRAK;Irak;4;selections;Quatre lettres surnommées les Lions de Mésopotamie;joueur;3;surnom du pays
IRAN;Iran;4;selections;Sélection asiatique surnommée Team Melli;factuel;3;surnom du pays
IRAN;Iran;4;selections;Elle était dans le groupe de la Belgique en 2026;factuel;3;tirage du Mondial
IRAN;Iran;4;selections;Quatre lettres habituées des phases finales;joueur;2;régularité du pays
ISAK;Isak;4;actuels;Transfert record de l'histoire de la Premier League;factuel;1;cent quarante-cinq millions
ISAK;Isak;4;actuels;Il a quitté Newcastle pour Liverpool;factuel;1;mercato de 2025
ISAK;Isak;4;actuels;Quatre lettres et un record britannique;joueur;2;montant de l'opération
ISCO;Isco;4;actuels;Milieu espagnol relancé au Real Betis;factuel;2;seconde carrière
ISCO;Isco;4;actuels;Sous contrat en Andalousie jusqu'en 2027;factuel;3;durée d'engagement
ISCO;Isco;4;actuels;Quatre lettres pour un créateur retrouvé;joueur;1;renaissance du joueur
IVAN;Ivan;4;legendes;Prénom slave répandu dans les vestiaires;factuel;2;usage courant
IVAN;Ivan;4;legendes;Quatre lettres portées par un ailier croate;factuel;3;international balkanique
IVAN;Ivan;4;legendes;Prénom d'un tsar réputé terrible;joueur;1;homonymie
JAIR;Jair;4;legendes;Ailier brésilien champion du monde en 1970;factuel;3;titre mexicain
JAIR;Jair;4;legendes;Attaquant de la Seleção la plus admirée;factuel;3;équipe de 1970
JAIR;Jair;4;legendes;Quatre lettres qui ont marqué à chaque tour;joueur;3;parcours du buteur
JEAN;Jean;4;legendes;Prénom d'un membre du carré magique;factuel;2;milieu des années 80
JEAN;Jean;4;legendes;Prénom masculin le plus répandu du siècle passé;factuel;1;usage courant
JEAN;Jean;4;legendes;Quatre lettres devant Pierre chez un Ballon d'Or;joueur;2;attaquant marseillais
JENA;Jena;4;clubs;Ville allemande de Thuringe au club historique;factuel;3;football est-allemand
JENA;Jena;4;clubs;Son club fut finaliste d'une Coupe des coupes;factuel;3;édition de 1981
JENA;Jena;4;clubs;Quatre lettres universitaires de l'ancienne RDA;joueur;3;histoire locale
JEUX;jeux;4;fillfoot;Ceux d'été comptent aussi un tournoi de football;factuel;2;épreuve olympique
JEUX;jeux;4;fillfoot;Pluriel du mot qui désigne ce sport;factuel;1;grammaire française
JEUX;jeux;4;fillfoot;Quatre lettres devant vidéo dans un rayon;joueur;1;simulation sportive
JOAO;João;4;actuels;Prénom de plusieurs internationaux portugais;factuel;2;Neves, Félix et Cancelo
JOAO;João;4;actuels;Équivalent lusitanien de Jean;factuel;2;traduction du prénom
JOAO;João;4;actuels;Quatre lettres avec un tilde en version d'origine;joueur;2;orthographe portugaise
JOEL;Joël;4;legendes;Prénom du gardien des Bleus du Mondial 1986;factuel;3;portier tricolore
JOEL;Joël;4;legendes;Prénom masculin d'origine biblique;factuel;2;étymologie
JOEL;Joël;4;legendes;Quatre lettres avec un tréma sur la voyelle;joueur;2;orthographe du prénom
JOIE;joie;4;fillfoot;Émotion qui explose sur un but égalisateur;factuel;1;réaction du public
JOIE;joie;4;fillfoot;Le drapeau se lève et elle retombe;joueur;1;hors-jeu signalé
JOIE;joie;4;fillfoot;Elle envahit la pelouse au coup de sifflet final;joueur;1;célébration du titre
JOSE;José;4;coachs;Prénom du Special One;factuel;2;technicien portugais
JOSE;José;4;coachs;Prénom masculin le plus répandu du monde ibérique;factuel;1;usage hispanique
JOSE;José;4;coachs;Quatre lettres qui adorent la provocation;joueur;2;style en conférence
JOTA;Jota;4;actuels;Prénom court porté par des joueurs portugais;factuel;2;usage lusitanien
JOTA;Jota;4;actuels;Il désigne la lettre J en espagnol;factuel;2;alphabet hispanique
JOTA;Jota;4;actuels;Quatre lettres très répandues en péninsule Ibérique;joueur;2;prénom courant
JUAN;Juan;4;legendes;Prénom hispanique fréquent chez les footballeurs;factuel;1;usage courant
JUAN;Juan;4;legendes;Quatre lettres portées par un défenseur brésilien;factuel;3;central de la Seleção
JUAN;Juan;4;legendes;Prénom du don le plus célèbre de la littérature;joueur;1;homonymie
JUDE;Jude;4;actuels;Prénom du troisième buteur du Mondial 2026;factuel;2;milieu anglais
JUDE;Jude;4;actuels;Prénom masculin d'origine biblique;factuel;2;étymologie
JUDE;Jude;4;actuels;Quatre lettres qui ont scellé la petite finale;joueur;2;but à la 90e+7
KAHN;Kahn;4;legendes;Gardien allemand finaliste du Mondial 2002;factuel;2;défaite contre le Brésil
KAHN;Kahn;4;legendes;Seul portier élu meilleur joueur d'un Mondial;factuel;2;distinction unique
KAHN;Kahn;4;legendes;Quatre lettres surnommées le Titan;joueur;2;surnom du gardien
KAKA;Kaká;4;legendes;Ballon d'Or brésilien de 2007;factuel;2;lauréat milanais
KAKA;Kaká;4;legendes;Meneur passé du Milan au Real;factuel;2;carrière du joueur
KAKA;Kaká;4;legendes;Quatre lettres avec deux fois la même syllabe;joueur;2;forme du surnom
KANE;Kane;4;actuels;Cinquième du classement des buteurs 2026;factuel;2;six réalisations
KANE;Kane;4;actuels;Capitaine anglais absent de la petite finale;factuel;3;onze largement remanié
KANE;Kane;4;actuels;Quatre lettres pour un avant-centre de référence;joueur;1;profil du joueur
KANU;Kanu;4;legendes;Attaquant nigérian passé par l'Ajax et Arsenal;factuel;2;carrière européenne
KANU;Kanu;4;legendes;Il a gagné l'or olympique avec son pays en 1996;factuel;2;titre à Atlanta
